INFO:root:Number of Shelx jobs:52
INFO:root:Number of Shelx jobs:52
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4B4C/DataFiles', '--name=4B4C', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NR9
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NR9/DataFiles', '--name=3NR9', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MDZ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MDZ/DataFiles', '--name=3MDZ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4H87
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4H87/DataFiles', '--name=4H87', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3ZLI
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3ZLI/DataFiles', '--name=3ZLI', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4C45
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4C45/DataFiles', '--name=4C45', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AF3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AF3/DataFiles', '--name=4AF3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4UF0
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4UF0/DataFiles', '--name=4UF0', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4W9W
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4W9W/DataFiles', '--name=4W9W', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3QTA
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3QTA/DataFiles', '--name=3QTA', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NQN
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NQN/DataFiles', '--name=3NQN', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VJF
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VJF/DataFiles', '--name=1VJF', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3P1A
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3P1A/DataFiles', '--name=3P1A', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2YPR
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2YPR/DataFiles', '--name=2YPR', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LWD
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LWD/DataFiles', '--name=3LWD', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LM3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LM3/DataFiles', '--name=3LM3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3ZHP
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3ZHP/DataFiles', '--name=3ZHP', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3E10
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3E10/DataFiles', '--name=3E10', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4BQA
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4BQA/DataFiles', '--name=4BQA', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AYT
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AYT/DataFiles', '--name=4AYT', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4BNC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4BNC/DataFiles', '--name=4BNC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4HBY
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4HBY/DataFiles', '--name=4HBY', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4FR4
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4FR4/DataFiles', '--name=4FR4', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4CRI
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4CRI/DataFiles', '--name=4CRI', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4DIP
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4DIP/DataFiles', '--name=4DIP', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3U2V
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3U2V/DataFiles', '--name=3U2V', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VL2
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VL2/DataFiles', '--name=1VL2', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2YPS
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2YPS/DataFiles', '--name=2YPS', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3N6X
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3N6X/DataFiles', '--name=3N6X', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4D0N
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4D0N/DataFiles', '--name=4D0N', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4USE
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4USE/DataFiles', '--name=4USE', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4NR6
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4NR6/DataFiles', '--name=4NR6', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4CKR
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4CKR/DataFiles', '--name=4CKR', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4LOO
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4LOO/DataFiles', '--name=4LOO', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3M1T
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3M1T/DataFiles', '--name=3M1T', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3PJY
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3PJY/DataFiles', '--name=3PJY', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4V24
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4V24/DataFiles', '--name=4V24', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4CVH
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4CVH/DataFiles', '--name=4CVH', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4BKN
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4BKN/DataFiles', '--name=4BKN', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 5BT5
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/5BT5/DataFiles', '--name=5BT5', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4QC3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4QC3/DataFiles', '--name=4QC3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3K1Z
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3K1Z/DataFiles', '--name=3K1Z', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4HPE
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4HPE/DataFiles', '--name=4HPE', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3K2O
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3K2O/DataFiles', '--name=3K2O', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AKV
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AKV/DataFiles', '--name=4AKV', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AYX
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AYX/DataFiles', '--name=4AYX', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LHI
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LHI/DataFiles', '--name=3LHI', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3RH3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3RH3/DataFiles', '--name=3RH3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3OYV
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3OYV/DataFiles', '--name=3OYV', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2XZZ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2XZZ/DataFiles', '--name=2XZZ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4TLG
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4TLG/DataFiles', '--name=4TLG', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4D6Q
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4D6Q/DataFiles', '--name=4D6Q', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3O14
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3O14/DataFiles', '--name=3O14', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3P6L
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3P6L/DataFiles', '--name=3P6L', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4A27
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4A27/DataFiles', '--name=4A27', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1O4V
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1O4V/DataFiles', '--name=1O4V', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VJR
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VJR/DataFiles', '--name=1VJR', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4XDJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4XDJ/DataFiles', '--name=4XDJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4BKJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4BKJ/DataFiles', '--name=4BKJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VLV
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VLV/DataFiles', '--name=1VLV', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4BL5
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4BL5/DataFiles', '--name=4BL5', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
